sample_id,label,folder_rel,sample_kind,group_key,frame_count,unique_sizes,has_size_variability,width_min,width_median,width_max,height_min,height_median,height_max,aspect_ratio_min,aspect_ratio_median,aspect_ratio_max
work/(9)::7,work,work/(9),prefixed_8,7,8,8,True,175.0,179.0,191.0,468.0,479.5,494.0,0.354251012145749,0.37486953729226324,0.4081196581196581
work/1032::folder,work,work/1032,folder_8,folder,8,8,True,30.0,39.0,46.0,92.0,100.5,117.0,0.2980769230769231,0.38196286472148544,0.43010752688172044
work/129::folder,work,work/129,folder_8,folder,8,8,True,300.0,314.5,380.0,371.0,379.5,481.0,0.7876857749469215,0.7918309956950423,0.8571428571428571
work/133_1::folder,work,work/133_1,folder_8,folder,8,7,True,56.0,61.0,64.0,79.0,113.0,115.0,0.5,0.5398230088495575,0.810126582278481
work/134::folder,work,work/134,folder_8,folder,8,8,True,292.0,303.0,307.0,370.0,399.0,437.0,0.6681922196796338,0.7628779113637507,0.8297297297297297
work/135::folder,work,work/135,folder_8,folder,8,8,True,45.0,47.0,50.0,128.0,132.0,135.0,0.3383458646616541,0.35984848484848486,0.390625
work/163::folder,work,work/163,folder_8,folder,8,8,True,229.0,269.5,340.0,220.0,226.5,235.0,1.0315315315315314,1.1716954022988506,1.511111111111111
work/19_1::folder,work,work/19_1,folder_8,folder,8,8,True,113.0,122.0,125.0,311.0,313.5,318.0,0.3553459119496855,0.39075091575091575,0.3968253968253968
work/1_1::folder,work,work/1_1,folder_8,folder,8,6,True,47.0,52.0,55.0,113.0,113.0,114.0,0.415929203539823,0.458197484862599,0.48672566371681414
work/22::folder,work,work/22,folder_8,folder,8,8,True,189.0,247.0,265.0,264.0,326.0,404.0,0.6287128712871287,0.7037907921357859,0.8316831683168316
work/258::folder,work,work/258,folder_8,folder,8,8,True,51.0,65.5,78.0,94.0,99.5,156.0,0.45695364238410596,0.5408163265306123,0.7878787878787878
work/25_1::folder,work,work/25_1,folder_8,folder,8,8,True,135.0,167.5,219.0,139.0,171.5,203.0,0.8522167487684729,1.021696606786427,1.1477272727272727
work/29::folder,work,work/29,folder_8,folder,8,8,True,132.0,181.5,209.0,300.0,312.5,360.0,0.42996742671009774,0.5414012738853503,0.6270096463022508
work/30_1::folder,work,work/30_1,folder_8,folder,8,8,True,93.0,99.5,127.0,232.0,312.5,349.0,0.30293159609120524,0.3408690163704491,0.44396551724137934
work/33_1::folder,work,work/33_1,folder_8,folder,8,8,True,113.0,131.0,138.0,199.0,212.5,241.0,0.48497854077253216,0.6073882061785287,0.6633165829145728
work/34_1::folder,work,work/34_1,folder_8,folder,8,8,True,184.0,195.5,220.0,247.0,262.5,283.0,0.6925795053003534,0.722576211894053,0.8421052631578947
work/35_1::folder,work,work/35_1,folder_8,folder,8,8,True,156.0,166.0,178.0,113.0,140.0,165.0,0.968944099378882,1.1593869731800766,1.575221238938053
work/44_1::folder,work,work/44_1,folder_8,folder,8,7,True,121.0,128.5,141.0,297.0,304.0,315.0,0.39365079365079364,0.42081108323146543,0.45454545454545453
work/45_1::folder,work,work/45_1,folder_8,folder,8,8,True,155.0,163.5,198.0,148.0,172.0,260.0,0.5961538461538461,0.9492466565092263,1.2
work/51::folder,work,work/51,folder_8,folder,8,8,True,240.0,260.0,263.0,359.0,368.5,413.0,0.5811138014527845,0.7075157349129952,0.7325905292479109
work/57_1::folder,work,work/57_1,folder_8,folder,8,8,True,188.0,207.0,219.0,165.0,177.5,354.0,0.6129943502824858,1.0772655007949126,1.2574850299401197
work/753::folder,work,work/753,folder_8,folder,8,8,True,51.0,54.0,58.0,127.0,133.0,139.0,0.3669064748201439,0.41699463327370306,0.4296875
work/track_000372::folder,work,work/track_000372,folder_8,folder,8,8,True,107.0,121.0,128.0,101.0,107.0,253.0,0.42292490118577075,1.1448287910552062,1.2549019607843137
work/track_001093::folder,work,work/track_001093,folder_8,folder,8,8,True,80.0,87.5,92.0,105.0,194.0,211.0,0.39800995024875624,0.4614188919888402,0.7714285714285715
